OSMP MDR - ISO 20022 Message Definitions (Full eRepository)
Source: ISO 20022 eRepository 2025-04-24
Messages: 810,"Dictionary: 66,956 definitions","D:PACK: 1,170,864 bytes"
sese.020.002.07,SecuritiesTransactionCancellationRequest002V07,"Scope An account owner sends a SecuritiesTransactionCancellationRequest to an account servicer to request the cancellation of a securities transaction. The account owner/servicer relationship may be: - a global custodian which has an account with a local custodian, or - an investment management institution which manage a fund account opened at a custodian, or - a broker which has an account with a custodian, or - a central securities depository participant which has an account with a central securities depository, or - a central securities depository which has an account with a custodian, another central securities depository or another settlement market infrastructure, or - a central counterparty or a stock exchange or a trade matching utility which need to instruct to a central securities depository or another settlement market infrastructure.  Usage The transaction may be: - a securities settlement transaction - an intra-position movement - a securities financing transaction The instruction cannot be: - a securities settlement conditions modification (another transaction processing command should be sent to reverse a processing change previously requested). - a securities financing modification The message may also be used to: - re-send a message previously sent, - provide a third party with a copy of a message for information, - re-send to a third party a copy of a message for information using the relevant elements in the Business Application Header."
sese.021.001.07,SecuritiesTransactionStatusQueryV07,"Scope An account owner sends a SecuritiesTransactionStatusQuery to an account servicer to request a status on a securities transaction. The account owner/servicer relationship may be: - a global custodian which has an account with a local custodian, or - an investment management institution which manage a fund account opened at a custodian, or - a broker which has an account with a custodian, or - a central securities depository participant which has an account with a central securities depository, or - a central securities depository which has an account with a custodian, another central securities depository or another settlement market infrastructure, or - a central counterparty or a stock exchange or a trade matching utility which need to instruct to a central securities depository or another settlement market infrastructure.  Usage The message may also be used to: - re-send a message previously sent, - provide a third party with a copy of a message for information, - re-send to a third party a copy of a message for information using the relevant elements in the Business Application Header. "
sese.021.002.06,SecuritiesTransactionStatusQuery002V06,"Scope An account owner sends a SecuritiesTransactionStatusQuery to an account servicer to request a status on a securities transaction. The account owner/servicer relationship may be: - a global custodian which has an account with a local custodian, or - an investment management institution which manage a fund account opened at a custodian, or - a broker which has an account with a custodian, or - a central securities depository participant which has an account with a central securities depository, or - a central securities depository which has an account with a custodian, another central securities depository or another settlement market infrastructure, or - a central counterparty or a stock exchange or a trade matching utility which need to instruct to a central securities depository or another settlement market infrastructure.  Usage The message may also be used to: - re-send a message previously sent, - provide a third party with a copy of a message for information, - re-send to a third party a copy of a message for information using the relevant elements in the Business Application Header. "
sese.022.001.07,SecuritiesStatusOrStatementQueryStatusAdviceV07,"Scope An account servicer sends a SecuritiesStatusOrStatementQueryStatusAdvice to an account owner to advise the status of a status query or statement query previously sent by the account owner. The account servicer/owner relationship may be: - a central securities depository or another settlement market infrastructure acting on behalf of their participants - an agent (sub-custodian) acting on behalf of their global custodian customer, or - a custodian acting on behalf of an investment management institution or a broker/dealer.  Usage The message may also be used to: - re-send a message previously sent, - provide a third party with a copy of a message for information, - re-send to a third party a copy of a message for information using the relevant elements in the Business Application Header."
sese.022.002.06,SecuritiesStatusOrStatementQueryStatusAdvice002V06,"Scope An account servicer sends a SecuritiesStatusOrStatementQueryStatusAdvice to an account owner to advise the status of a status query or statement query previously sent by the account owner. The account servicer/owner relationship may be: - a central securities depository or another settlement market infrastructure acting on behalf of their participants - an agent (sub-custodian) acting on behalf of their global custodian customer, or - a custodian acting on behalf of an investment management institution or a broker/dealer.  Usage The message may also be used to: - re-send a message previously sent, - provide a third party with a copy of a message for information, - re-send to a third party a copy of a message for information using the relevant elements in the Business Application Header."
sese.023.001.12,SecuritiesSettlementTransactionInstructionV12,"Scope An account owner sends a SecuritiesSettlementTransactionInstruction to an account servicer to instruct the receipt or delivery of financial instruments with or without payment, physically or by book-entry. The account owner/servicer relationship may be: - a global custodian which has an account with a local custodian, or - an investment management institution which manages a fund account opened at a custodian, or - a broker which has an account with a custodian, or - a central securities depository participant which has an account with a central securities depository, or - a central securities depository which has an account with a custodian, another central securities depository or another settlement market infrastructure, or - a central counterparty or a stock exchange or a trade matching utility which need to instruct the settlement of transactions to a central securities depository or another settlement market infrastructure.  Usage The instruction may be linked to other settlement instructions, for example, for a turnaround or back-to-back, or other transactions, for example, foreign exchange deal, using the linkage functionality. The message may also be used to: - re-send a message previously sent, - provide a third party with a copy of a message for information, - re-send to a third party a copy of a message for information using the relevant elements in the Business Application Header."
sese.023.002.11,SecuritiesSettlementTransactionInstruction002V11,"Scope An account owner sends a SecuritiesSettlementTransactionInstruction to an account servicer to instruct the receipt or delivery of financial instruments with or without payment, physically or by book-entry. The account owner/servicer relationship may be: - a global custodian which has an account with a local custodian, or - an investment management institution which manages a fund account opened at a custodian, or - a broker which has an account with a custodian, or - a central securities depository participant which has an account with a central securities depository, or - a central securities depository which has an account with a custodian, another central securities depository or another settlement market infrastructure, or - a central counterparty or a stock exchange or a trade matching utility which need to instruct the settlement of transactions to a central securities depository or another settlement market infrastructure.  Usage The instruction may be linked to other settlement instructions, for example, for a turnaround or back-to-back, or other transactions, for example, foreign exchange deal, using the linkage functionality. The message may also be used to: - re-send a message previously sent, - provide a third party with a copy of a message for information, - re-send to a third party a copy of a message for information using the relevant elements in the Business Application Header."
sese.024.001.13,SecuritiesSettlementTransactionStatusAdviceV13,"Scope An account servicer sends a SecuritiesSettlementTransactionStatusAdvice to an account owner to advise the status of a securities settlement transaction instruction previously sent by the account owner or the status of a settlement transaction existing in the books of the servicer for the account of the owner. The status may be a processing, pending processing, internal matching, matching and/or settlement status. The status advice may be sent as a response to the request of the account owner or not. The account servicer/owner relationship may be: - a central securities depository or another settlement market infrastructure acting on behalf of their participants - an agent (sub-custodian) acting on behalf of their global custodian customer, or - a custodian acting on behalf of an investment management institution or a broker/dealer.  Usage The message may also be used to: - re-send a message previously sent, - provide a third party with a copy of a message for information, - re-send to a third party a copy of a message for information using the relevant elements in the Business Application Header."
sese.024.002.12,SecuritiesSettlementTransactionStatusAdvice002V12,"Scope An account servicer sends a SecuritiesSettlementTransactionStatusAdvice to an account owner to advise the status of a securities settlement transaction instruction previously sent by the account owner or the status of a settlement transaction existing in the books of the servicer for the account of the owner. The status may be a processing, pending processing, internal matching, matching and/or settlement status. The status advice may be sent as a response to the request of the account owner or not. The account servicer/owner relationship may be: - a central securities depository or another settlement market infrastructure acting on behalf of their participants - an agent (sub-custodian) acting on behalf of their global custodian customer, or - a custodian acting on behalf of an investment management institution or a broker/dealer.  Usage The message may also be used to: - re-send a message previously sent, - provide a third party with a copy of a message for information, - re-send to a third party a copy of a message for information using the relevant elements in the Business Application Header."
sese.025.001.12,SecuritiesSettlementTransactionConfirmationV12,"Scope An account servicer sends a SecuritiesSettlementTransactionConfirmation to an account owner to confirm the partial or full delivery or receipt of financial instruments, free or against of payment, physically or by book-entry. The account servicer/owner relationship may be: - a central securities depository or another settlement market infrastructure acting on behalf of their participants - an agent (sub-custodian) acting on behalf of their global custodian customer, or - a custodian acting on behalf of an investment management institution or a broker/dealer.  Usage The message may also be used to: - re-send a message previously sent, - provide a third party with a copy of a message for information, - re-send to a third party a copy of a message for information using the relevant elements in the Business Application Header."
sese.025.002.11,SecuritiesSettlementTransactionConfirmation002V11,"Scope An account servicer sends a SecuritiesSettlementTransactionConfirmation to an account owner to confirm the partial or full delivery or receipt of financial instruments, free or against of payment, physically or by book-entry. The account servicer/owner relationship may be: - a central securities depository or another settlement market infrastructure acting on behalf of their participants - an agent (sub-custodian) acting on behalf of their global custodian customer, or - a custodian acting on behalf of an investment management institution or a broker/dealer.  Usage The message may also be used to: - re-send a message previously sent, - provide a third party with a copy of a message for information, - re-send to a third party a copy of a message for information using the relevant elements in the Business Application Header."
sese.026.001.11,SecuritiesSettlementTransactionReversalAdviceV11,"Scope An account servicer sends a SecuritiesSettlementTransactionReversalAdvice to an account owner to reverse the confirmation of a partial or full delivery or receipt of financial instruments, free or against of payment, physically or by book-entry. The account servicer/owner relationship may be: - a central securities depository or another settlement market infrastructure acting on behalf of their participants - an agent (sub-custodian) acting on behalf of their global custodian customer, or - a custodian acting on behalf of an investment management institution or a broker/dealer.  Usage The message may also be used to: - re-send a message previously sent, - provide a third party with a copy of a message for information, - re-send to a third party a copy of a message for information using the relevant elements in the Business Application Header."
sese.026.002.10,SecuritiesSettlementTransactionReversalAdvice002V10,"Scope An account servicer sends a SecuritiesSettlementTransactionReversalAdvice to an account owner to reverse the confirmation of a partial or full delivery or receipt of financial instruments, free or against of payment, physically or by book-entry. The account servicer/owner relationship may be: - a central securities depository or another settlement market infrastructure acting on behalf of their participants - an agent (sub-custodian) acting on behalf of their global custodian customer, or - a custodian acting on behalf of an investment management institution or a broker/dealer.  Usage The message may also be used to: - re-send a message previously sent, - provide a third party with a copy of a message for information, - re-send to a third party a copy of a message for information using the relevant elements in the Business Application Header."
sese.027.001.08,SecuritiesTransactionCancellationRequestStatusAdviceV08,"Scope An account servicer sends an SecuritiesTransactionCancellationRequestStatusAdvice to an account owner to advise the status of a securities transaction cancellation request previously sent by the account owner. The account servicer/owner relationship may be: - a central securities depository or another settlement market infrastructure acting on behalf of their participants - an agent (sub-custodian) acting on behalf of their global custodian customer, or - a custodian acting on behalf of an investment management institution or a broker/dealer.  Usage The message may also be used to: - re-send a message previously sent, - provide a third party with a copy of a message for information, - re-send to a third party a copy of a message for information using the relevant elements in the Business Application Header."
sese.027.002.07,SecuritiesTransactionCancellationRequestStatusAdvice002V07,"Scope An account servicer sends an SecuritiesTransactionCancellationRequestStatusAdvice to an account owner to advise the status of a securities transaction cancellation request previously sent by the account owner. The account servicer/owner relationship may be: - a central securities depository or another settlement market infrastructure acting on behalf of their participants - an agent (sub-custodian) acting on behalf of their global custodian customer, or - a custodian acting on behalf of an investment management institution or a broker/dealer.  Usage The message may also be used to: - re-send a message previously sent, - provide a third party with a copy of a message for information, - re-send to a third party a copy of a message for information using the relevant elements in the Business Application Header."
sese.028.001.11,SecuritiesSettlementTransactionAllegementNotificationV11,"Scope An account servicer sends a SecuritiesSettlementTransactionAllegementNotification to an account owner to advise the account owner that a counterparty has alleged an instruction against the account owner's account at the account servicer and that the account servicer could not find the corresponding instruction of the account owner. The account servicer/owner relationship may be: - a central securities depository or another settlement market infrastructure acting on behalf of their participants - an agent (sub-custodian) acting on behalf of their global custodian customer, or - a custodian acting on behalf of an investment management institution or a broker/dealer.  Usage The message may also be used to: - re-send a message previously sent, - provide a third party with a copy of a message for information, - re-send to a third party a copy of a message for information using the relevant elements in the Business Application Header."
sese.028.002.10,SecuritiesSettlementTransactionAllegementNotification002V10,"Scope An account servicer sends a SecuritiesSettlementTransactionAllegementNotification to an account owner to advise the account owner that a counterparty has alleged an instruction against the account owner's account at the account servicer and that the account servicer could not find the corresponding instruction of the account owner. The account servicer/owner relationship may be: - a central securities depository or another settlement market infrastructure acting on behalf of their participants - an agent (sub-custodian) acting on behalf of their global custodian customer, or - a custodian acting on behalf of an investment management institution or a broker/dealer.  Usage The message may also be used to: - re-send a message previously sent, - provide a third party with a copy of a message for information, - re-send to a third party a copy of a message for information using the relevant elements in the Business Application Header."
sese.029.001.07,SecuritiesSettlementAllegementRemovalAdviceV07,"Scope An account servicer sends a SecuritiesSettlementAllegementRemovalAdvice to an account owner to acknowledge that a previously sent allegement is no longer outstanding, because the alleged party sent its instruction. The account servicer/owner relationship may be: - a central securities depository or another settlement market infrastructure acting on behalf of their participants - an agent (sub-custodian) acting on behalf of their global custodian customer, or - a custodian acting on behalf of an investment management institution or a broker/dealer.  Usage The message may also be used to: - re-send a message previously sent, - provide a third party with a copy of a message for information, - re-send to a third party a copy of a message for information using the relevant elements in the Business Application Header."
sese.029.002.06,SecuritiesSettlementAllegementRemovalAdvice002V06,"Scope An account servicer sends a SecuritiesSettlementAllegementRemovalAdvice to an account owner to acknowledge that a previously sent allegement is no longer outstanding, because the alleged party sent its instruction. The account servicer/owner relationship may be: - a central securities depository or another settlement market infrastructure acting on behalf of their participants - an agent (sub-custodian) acting on behalf of their global custodian customer, or - a custodian acting on behalf of an investment management institution or a broker/dealer.  Usage The message may also be used to: - re-send a message previously sent, - provide a third party with a copy of a message for information, - re-send to a third party a copy of a message for information using the relevant elements in the Business Application Header."
sese.030.001.10,SecuritiesSettlementConditionsModificationRequestV10,"Scope An account owner sends a SecuritiesSettlementConditionsModificationRequest to an account servicer to request the modification of a processing indicator or another non-matching information.  The account owner/servicer relationship may be: - a central securities depository participant which has an account with a central securities depository. It could also be, if agreed in a service level agreement: - a global custodian which has an account with its local agent (sub-custodian), or - an investment management institution which manage a fund account opened at a custodian, or - a broker which has an account with a custodian, or - a central securities depository which has an account with a custodian, another central securities depository or another settlement market infrastructure.  Usage The message may also be used to: - re-send a message previously sent, - provide a third party with a copy of a message for information, - re-send to a third party a copy of a message for information using the relevant elements in the Business Application Header.  In markets where this applies (for example, securities market infrastructures with no pre-settlement matching process), it is used by a party to approve, cancel or reject a transaction instructed by the counterparty.  This message cannot be used to request the modification of trade or event details. The use of AdditionalInformation and its fields must be pre-agreed between account servicer and account owner. The fields in that sequence cannot be used to amend a trade or event detail unless authorised by country market practice."
sese.030.002.09,SecuritiesSettlementConditionsModificationRequest002V09,"Scope An account owner sends a SecuritiesSettlementConditionsModificationRequest to an account servicer to request the modification of a processing indicator or another non-matching information.  The account owner/servicer relationship may be: - a central securities depository participant which has an account with a central securities depository. It could also be, if agreed in a service level agreement: - a global custodian which has an account with its local agent (sub-custodian), or - an investment management institution which manage a fund account opened at a custodian, or - a broker which has an account with a custodian, or - a central securities depository which has an account with a custodian, another central securities depository or another settlement market infrastructure.  Usage The message may also be used to: - re-send a message previously sent, - provide a third party with a copy of a message for information, - re-send to a third party a copy of a message for information using the relevant elements in the Business Application Header.  In markets where this applies (for example, securities market infrastructures with no pre-settlement matching process), it is used by a party to approve, cancel or reject a transaction instructed by the counterparty.  This message cannot be used to request the modification of trade or event details. The use of AdditionalInformation and its fields must be pre-agreed between account servicer and account owner. The fields in that sequence cannot be used to amend a trade or event detail unless authorised by country market practice."
sese.031.001.10,SecuritiesSettlementConditionModificationStatusAdviceV10,"Scope An account servicer sends a SecuritiesSettlementConditionsModificationStatusAdvice to an account owner to advise the status of a modification request previously instructed by the account owner. The account servicer/owner relationship may be: - a central securities depository or another settlement market infrastructure acting on behalf of their participants - an agent (sub-custodian) acting on behalf of their global custodian customer, or - a custodian acting on behalf of an investment management institution or a broker/dealer.  Usage A SecuritiesSettlementConditionsModificationRequest may contain requests on multiple transactions. However, one SecuritiesSettlementConditionsModificationStatusAdvice must be sent per transaction modified unless the SecuritiesSettlementConditionsModificationRequest is rejected as a whole. The message may also be used to: - re-send a message previously sent, - provide a third party with a copy of a message for information, - re-send to a third party a copy of a message for information using the relevant elements in the Business Application Header."
sese.031.002.09,SecuritiesSettlementConditionModificationStatusAdvice002V09,"Scope An account servicer sends a SecuritiesSettlementConditionsModificationStatusAdvice to an account owner to advise the status of a modification request previously instructed by the account owner. The account servicer/owner relationship may be: - a central securities depository or another settlement market infrastructure acting on behalf of their participants - an agent (sub-custodian) acting on behalf of their global custodian customer, or - a custodian acting on behalf of an investment management institution or a broker/dealer.  Usage A SecuritiesSettlementConditionsModificationRequest may contain requests on multiple transactions. However, one SecuritiesSettlementConditionsModificationStatusAdvice must be sent per transaction modified unless the SecuritiesSettlementConditionsModificationRequest is rejected as a whole. The message may also be used to: - re-send a message previously sent, - provide a third party with a copy of a message for information, - re-send to a third party a copy of a message for information using the relevant elements in the Business Application Header."
sese.032.001.12,SecuritiesSettlementTransactionGenerationNotificationV12,"Scope An account servicer sends a SecuritiesSettlementTransactionGenerationNotification to an account owner to advise the account owner of a securities settlement transaction that has been generated/created by the account servicer for the account owner. The reason for creation can range from the automatic transformation of pending settlement instructions following a corporate event to the recovery of an account owner transactions' database initiated by its account servicer. The account servicer/owner relationship may be: - a central securities depository or another settlement market infrastructure acting on behalf of their participants - an agent (sub-custodian) acting on behalf of their global custodian customer, or - a custodian acting on behalf of an investment management institution or a broker/dealer  Usage The message may also be used to: - re-send a message previously sent, - provide a third party with a copy of a message for information, - re-send to a third party a copy of a message for information using the relevant elements in the Business Application Header."
sese.032.002.11,SecuritiesSettlementTransactionGenerationNotification002V11,"Scope An account servicer sends a SecuritiesSettlementTransactionGenerationNotification to an account owner to advise the account owner of a securities settlement transaction that has been generated/created by the account servicer for the account owner. The reason for creation can range from the automatic transformation of pending settlement instructions following a corporate event to the recovery of an account owner transactions' database initiated by its account servicer. The account servicer/owner relationship may be: - a central securities depository or another settlement market infrastructure acting on behalf of their participants - an agent (sub-custodian) acting on behalf of their global custodian customer, or - a custodian acting on behalf of an investment management institution or a broker/dealer  Usage The message may also be used to: - re-send a message previously sent, - provide a third party with a copy of a message for information, - re-send to a third party a copy of a message for information using the relevant elements in the Business Application Header."
sese.033.001.12,SecuritiesFinancingInstructionV12,"Scope An account owner sends a SecuritiesFinancingInstruction to a securities financing transaction account servicer to notify the securities financing transaction account servicer of the details of a repurchase agreement, reverse repurchase agreement, securities lending or securities borrowing transaction to allow the account servicer to manage the settlement and follow-up of the opening and closing leg of the transaction. The account owner/servicer relationship may be: - a global custodian which has an account with a local custodian, or - an investment management institution which manage a fund account opened at a custodian, or - a broker which has an account with a custodian, or - a central securities depository participant which has an account with a central securities depository, or - a central securities depository which has an account with a custodian, another central securities depository or another settlement market infrastructure, or - a central counterparty or a stock exchange or a trade matching utility which need to instruct the settlement of securities financing transactions to a central securities depository or another settlement market infrastructure.  Usage The message may also be used to: - re-send a message previously sent, - provide a third party with a copy of a message for information, - re-send to a third party a copy of a message for information using the relevant elements in the Business Application Header."
sese.033.002.11,SecuritiesFinancingInstruction002V11,"Scope An account owner sends a SecuritiesFinancingInstruction to a securities financing transaction account servicer to notify the securities financing transaction account servicer of the details of a repurchase agreement, reverse repurchase agreement, securities lending or securities borrowing transaction to allow the account servicer to manage the settlement and follow-up of the opening and closing leg of the transaction. The account owner/servicer relationship may be: - a global custodian which has an account with a local custodian, or - an investment management institution which manage a fund account opened at a custodian, or - a broker which has an account with a custodian, or - a central securities depository participant which has an account with a central securities depository, or - a central securities depository which has an account with a custodian, another central securities depository or another settlement market infrastructure, or - a central counterparty or a stock exchange or a trade matching utility which need to instruct the settlement of securities financing transactions to a central securities depository or another settlement market infrastructure.  Usage The message may also be used to: - re-send a message previously sent, - provide a third party with a copy of a message for information, - re-send to a third party a copy of a message for information using the relevant elements in the Business Application Header."
sese.034.001.10,SecuritiesFinancingStatusAdviceV10,"Scope An securities financing transaction account servicer sends a SecuritiesFinancingStatusAdvice to an account owner to advise the status of a securities financing transaction previously instructed by the account owner. The status advice may be sent as a response to the request of the account owner or not. The account servicer/owner relationship may be: - a central securities depository or another settlement market infrastructure managing securities financing transactions on behalf of their participants - an agent (sub-custodian) managing securities financing transactions on behalf of their global custodian customer, or - a custodian managing securities financing transactions on behalf of an investment management institution or a broker/dealer.  Usage The message may also be used to: - re-send a message previously sent, - provide a third party with a copy of a message for information, - re-send to a third party a copy of a message for information using the relevant elements in the Business Application Header."
sese.034.002.09,SecuritiesFinancingStatusAdvice002V09,"Scope An securities financing transaction account servicer sends a SecuritiesFinancingStatusAdvice to an account owner to advise the status of a securities financing transaction previously instructed by the account owner. The status advice may be sent as a response to the request of the account owner or not. The account servicer/owner relationship may be: - a central securities depository or another settlement market infrastructure managing securities financing transactions on behalf of their participants - an agent (sub-custodian) managing securities financing transactions on behalf of their global custodian customer, or - a custodian managing securities financing transactions on behalf of an investment management institution or a broker/dealer.  Usage The message may also be used to: - re-send a message previously sent, - provide a third party with a copy of a message for information, - re-send to a third party a copy of a message for information using the relevant elements in the Business Application Header."
sese.035.001.12,SecuritiesFinancingConfirmationV12,"Scope A securities financing transaction account servicer sends a SecuritiesFinancingConfirmation to an account owner to confirm or advise of the partial or full settlement of the opening or closing leg of a securities financing transaction.   The account servicer/owner relationship may be: - a central securities depository or another settlement market infrastructure managing securities financing transactions on behalf of their participants - an agent (sub-custodian) managing securities financing transactions on behalf of their global custodian customer, or  - a custodian managing securities financing transactions on behalf of an investment management institution or a broker/dealer.   Usage The message may also be used to: - re-send a message previously sent, - provide a third party with a copy of a message for information, - re-send to a third party a copy of a message for information using the relevant elements in the Business Application Header."
sese.035.002.11,SecuritiesFinancingConfirmation002V11,"Scope A securities financing transaction account servicer sends a SecuritiesFinancingConfirmation to an account owner to confirm or advise of the partial or full settlement of the opening or closing leg of a securities financing transaction.   The account servicer/owner relationship may be: - a central securities depository or another settlement market infrastructure managing securities financing transactions on behalf of their participants - an agent (sub-custodian) managing securities financing transactions on behalf of their global custodian customer, or  - a custodian managing securities financing transactions on behalf of an investment management institution or a broker/dealer.   Usage The message may also be used to: - re-send a message previously sent, - provide a third party with a copy of a message for information, - re-send to a third party a copy of a message for information using the relevant elements in the Business Application Header."
sese.036.001.09,SecuritiesFinancingModificationInstructionV09,"Scope An account owner sends a SecuritiesFinancingModificationInstruction to a securities financing transaction account servicer to notify the securities financing transaction account servicer of an update in the details of a repurchase agreement, reverse repurchase agreement, securities lending or securities borrowing transaction that does not impact the original transaction securities quantity. Such a change may be: - the providing of closing details not available at the time of the sending of the Securities Financing Instruction, for example, termination date for an open repo, - the providing of a new rate, for example, a repo rate, - the rollover of a position extending the closing or maturity date. The account owner/servicer relationship may be: - a global custodian which has an account with a local custodian, or - an investment management institution which manage a fund account opened at a custodian, or - a broker which has an account with a custodian, or - a central securities depository participant which has an account with a central securities depository, or - a central securities depository which has an account with a custodian, another central securities depository or another settlement market infrastructure, or - a central counterparty or a stock exchange or a trade matching utility which need to instruct the settlement of securities financing transactions to a central securities depository or another settlement market infrastructure.  Usage The message may also be used to: - re-send a message previously sent, - provide a third party with a copy of a message for information, - re-send to a third party a copy of a message for information using the relevant elements in the Business Application Header."
sese.036.002.08,SecuritiesFinancingModificationInstruction002V08,"Scope An account owner sends a SecuritiesFinancingModificationInstruction to a securities financing transaction account servicer to notify the securities financing transaction account servicer of an update in the details of a repurchase agreement, reverse repurchase agreement, securities lending or securities borrowing transaction that does not impact the original transaction securities quantity. Such a change may be: - the providing of closing details not available at the time of the sending of the Securities Financing Instruction, for example, termination date for an open repo, - the providing of a new rate, for example, a repo rate, - the rollover of a position extending the closing or maturity date. The account owner/servicer relationship may be: - a global custodian which has an account with a local custodian, or - an investment management institution which manage a fund account opened at a custodian, or - a broker which has an account with a custodian, or - a central securities depository participant which has an account with a central securities depository, or - a central securities depository which has an account with a custodian, another central securities depository or another settlement market infrastructure, or - a central counterparty or a stock exchange or a trade matching utility which need to instruct the settlement of securities financing transactions to a central securities depository or another settlement market infrastructure.  Usage The message may also be used to: - re-send a message previously sent, - provide a third party with a copy of a message for information, - re-send to a third party a copy of a message for information using the relevant elements in the Business Application Header."
sese.037.001.08,PortfolioTransferNotificationV08,"Scope The  PortfolioTransferNotification is sent by an account servicer to another account servicer to exchange transfer settlement details information during a retail or institutional client portfolio transfer. The account servicer will typically be local agent or global custodian acting on behalf of an investment management institution, a broker/dealer or a retail client.  Usage The exchange of transfer settlement details is the provision, by the delivering account servicer to the receiving account servicer, of the settlement data (such as trade date, settlement date, delivering settlement chain, quantities) of the individual transfers that will take place during a full or partial portfolio transfer. This delivering account servicer message may also include, for validation, the receiving settlement chain as provided by the client. In case the receiving settlement chain is not available to the delivering account servicer, the receiving account servicer may in return provide to the delivering account servicer the receiving settlement chain using the same message.  The message may also be used to: - re-send a message previously sent, - provide a third party with a copy of a message for information, - re-send to a third party a copy of a message for information using the relevant elements in the Business Application Header."
sese.037.002.07,PortfolioTransferNotification002V07,"Scope The  PortfolioTransferNotification is sent by an account servicer to another account servicer to exchange transfer settlement details information during a retail or institutional client portfolio transfer. The account servicer will typically be local agent or global custodian acting on behalf of an investment management institution, a broker/dealer or a retail client.  Usage The exchange of transfer settlement details is the provision, by the delivering account servicer to the receiving account servicer, of the settlement data (such as trade date, settlement date, delivering settlement chain, quantities) of the individual transfers that will take place during a full or partial portfolio transfer. This delivering account servicer message may also include, for validation, the receiving settlement chain as provided by the client. In case the receiving settlement chain is not available to the delivering account servicer, the receiving account servicer may in return provide to the delivering account servicer the receiving settlement chain using the same message.  The message may also be used to: - re-send a message previously sent, - provide a third party with a copy of a message for information, - re-send to a third party a copy of a message for information using the relevant elements in the Business Application Header."
sese.038.001.10,SecuritiesSettlementTransactionModificationRequestV10,"Scope The SecuritiesSettlementTransactionModificationRequest is sent by an account owner to an account servicer.   The account owner will generally be: - a central securities depository participant which has an account with a central securities depository or a market infrastructure - an investment manager which has an account with a custodian acting as accounting and/or settlement agent.  It is used to request the modification of non core business data (matching or non-matching) information in a pending or settled instruction. It can also be used for the enrichment of an incomplete transaction.  Usage The modification must only contain the data to be modified. The message may also be used to: - re-send a message sent by the account owner to the account servicer, - provide a third party with a copy of a message being sent by the account owner for information, - re-send to a third party a copy of a message being sent by the account owner for information using the relevant elements in the Business Application Header."
sese.038.002.09,SecuritiesSettlementTransactionModificationRequest002V09,"Scope The SecuritiesSettlementTransactionModificationRequest is sent by an account owner to an account servicer.   The account owner will generally be: - a central securities depository participant which has an account with a central securities depository or a market infrastructure - an investment manager which has an account with a custodian acting as accounting and/or settlement agent.  It is used to request the modification of non core business data (matching or non-matching) information in a pending or settled instruction. It can also be used for the enrichment of an incomplete transaction.  Usage The modification must only contain the data to be modified. The message may also be used to: - re-send a message sent by the account owner to the account servicer, - provide a third party with a copy of a message being sent by the account owner for information, - re-send to a third party a copy of a message being sent by the account owner for information using the relevant elements in the Business Application Header."
sese.039.001.07,SecuritiesSettlementTransactionModificationRequestStatusAdviceV07,"Scope An account servicer sends a SecuritiesSettlementTransactionModificationRequestStatusAdvice to an account owner to advise the status of a SecuritiesSettlementModificationRequest message previously sent by the account owner. The account servicer may be: - a central securities depository or another settlement market infrastructure managing securities settlement transactions on behalf of their participants - an custodian acting as an accounting and/or settlement agent.  Usage The message may also be used to: - re-send a message sent by the account owner to the account servicer, - provide a third party with a copy of a message being sent by the account owner for information, - re-send to a third party a copy of a message being sent by the account owner for information using the relevant elements in the Business Application Header."
