OSMP MDR - ISO 20022 Data Dictionary (Full eRepository)
Source: ISO 20022 eRepository 2025-04-24
"Unique definitions: 66,956","Raw: 9,131,908 bytes","D:PACK: 1,170,864 bytes"
SecuritiesFinancingInstructionV03,"Scope An account owner sends a SecuritiesFinancingInstruction to a securities financing transaction account servicer to notify the securities financing transaction account servicer of the details of a repurchase agreement, reverse repurchase agreement, securities lending or securities borrowing transaction to allow the account servicer to manage the settlement and follow-up of the opening and closing leg of the transaction. The account owner/servicer relationship may be: - a global custodian which has an account with a local custodian, or - an investment management institution which manage a fund account opened at a custodian, or - a broker which has an account with a custodian, or - a central securities depository participant which has an account with a central securities depository, or - a central securities depository which has an account with a custodian, another central securities depository or another settlement market infrastructure, or - a central counterparty or a stock exchange or a trade matching utility which need to instruct the settlement of securities financing transactions to a central securities depository or another settlement market infrastructure. Usage The message may also be used to: - re-send a message previously sent, - provide a third party with a copy of a message for information, - re-send to a third party a copy of a message for information. using the relevant elements in the Business Application Header. ISO 15022 - 20022 Coexistence This ISO 20022 message is reversed engineered from ISO 15022. Both standards will coexist for a certain number of years. Until this coexistence period ends, the usage of certain data types is restricted to ensure interoperability between ISO 15022 and 20022 users. Compliance to these rules is mandatory in a coexistence environment. The coexistence restrictions are described in a Textual Rule linked to the Message Items they concern. These coexistence textual rules are clearly identified as follows: “CoexistenceXxxxRule”.",1
SecuritiesFinancingInstructionV04,"Scope An account owner sends a SecuritiesFinancingInstruction to a securities financing transaction account servicer to notify the securities financing transaction account servicer of the details of a repurchase agreement, reverse repurchase agreement, securities lending or securities borrowing transaction to allow the account servicer to manage the settlement and follow-up of the opening and closing leg of the transaction. The account owner/servicer relationship may be: - a global custodian which has an account with a local custodian, or - an investment management institution which manage a fund account opened at a custodian, or - a broker which has an account with a custodian, or - a central securities depository participant which has an account with a central securities depository, or - a central securities depository which has an account with a custodian, another central securities depository or another settlement market infrastructure, or - a central counterparty or a stock exchange or a trade matching utility which need to instruct the settlement of securities financing transactions to a central securities depository or another settlement market infrastructure.  Usage The message may also be used to: - re-send a message previously sent, - provide a third party with a copy of a message for information, - re-send to a third party a copy of a message for information using the relevant elements in the Business Application Header.  ISO 15022 - 20022 Coexistence This ISO 20022 message is reversed engineered from ISO 15022. Both standards will coexist for a certain number of years. Until this coexistence period ends, the usage of certain data types is restricted to ensure interoperability between ISO 15022 and 20022 users. Compliance to these rules is mandatory in a coexistence environment. The coexistence restrictions are described in a Textual Rule linked to the Message Items they concern. These coexistence textual rules are clearly identified as follows: “CoexistenceXxxxRule”.",1
SecuritiesFinancingInstructionV05,"Scope An account owner sends a SecuritiesFinancingInstruction to a securities financing transaction account servicer to notify the securities financing transaction account servicer of the details of a repurchase agreement, reverse repurchase agreement, securities lending or securities borrowing transaction to allow the account servicer to manage the settlement and follow-up of the opening and closing leg of the transaction. The account owner/servicer relationship may be: - a global custodian which has an account with a local custodian, or - an investment management institution which manage a fund account opened at a custodian, or - a broker which has an account with a custodian, or - a central securities depository participant which has an account with a central securities depository, or - a central securities depository which has an account with a custodian, another central securities depository or another settlement market infrastructure, or - a central counterparty or a stock exchange or a trade matching utility which need to instruct the settlement of securities financing transactions to a central securities depository or another settlement market infrastructure.  Usage The message may also be used to: - re-send a message previously sent, - provide a third party with a copy of a message for information, - re-send to a third party a copy of a message for information using the relevant elements in the Business Application Header.  ISO 15022 - 20022 Coexistence This ISO 20022 message is reversed engineered from ISO 15022. Both standards will coexist for a certain number of years. Until this coexistence period ends, the usage of certain data types is restricted to ensure interoperability between ISO 15022 and 20022 users. Compliance to these rules is mandatory in a coexistence environment. The coexistence restrictions are described in a Textual Rule linked to the Message Items they concern. These coexistence textual rules are clearly identified as follows: “CoexistenceXxxxRule”.",1
SecuritiesFinancingInstructionV06,"Scope An account owner sends a SecuritiesFinancingInstruction to a securities financing transaction account servicer to notify the securities financing transaction account servicer of the details of a repurchase agreement, reverse repurchase agreement, securities lending or securities borrowing transaction to allow the account servicer to manage the settlement and follow-up of the opening and closing leg of the transaction. The account owner/servicer relationship may be: - a global custodian which has an account with a local custodian, or - an investment management institution which manage a fund account opened at a custodian, or - a broker which has an account with a custodian, or - a central securities depository participant which has an account with a central securities depository, or - a central securities depository which has an account with a custodian, another central securities depository or another settlement market infrastructure, or - a central counterparty or a stock exchange or a trade matching utility which need to instruct the settlement of securities financing transactions to a central securities depository or another settlement market infrastructure.  Usage The message may also be used to: - re-send a message previously sent, - provide a third party with a copy of a message for information, - re-send to a third party a copy of a message for information using the relevant elements in the Business Application Header.",1
SecuritiesFinancingInstructionV07,"Scope An account owner sends a SecuritiesFinancingInstruction to a securities financing transaction account servicer to notify the securities financing transaction account servicer of the details of a repurchase agreement, reverse repurchase agreement, securities lending or securities borrowing transaction to allow the account servicer to manage the settlement and follow-up of the opening and closing leg of the transaction. The account owner/servicer relationship may be: - a global custodian which has an account with a local custodian, or - an investment management institution which manage a fund account opened at a custodian, or - a broker which has an account with a custodian, or - a central securities depository participant which has an account with a central securities depository, or - a central securities depository which has an account with a custodian, another central securities depository or another settlement market infrastructure, or - a central counterparty or a stock exchange or a trade matching utility which need to instruct the settlement of securities financing transactions to a central securities depository or another settlement market infrastructure.  Usage The message may also be used to: - re-send a message previously sent, - provide a third party with a copy of a message for information, - re-send to a third party a copy of a message for information using the relevant elements in the Business Application Header.",1
SecuritiesFinancingInstructionV08,"Scope An account owner sends a SecuritiesFinancingInstruction to a securities financing transaction account servicer to notify the securities financing transaction account servicer of the details of a repurchase agreement, reverse repurchase agreement, securities lending or securities borrowing transaction to allow the account servicer to manage the settlement and follow-up of the opening and closing leg of the transaction. The account owner/servicer relationship may be: - a global custodian which has an account with a local custodian, or - an investment management institution which manage a fund account opened at a custodian, or - a broker which has an account with a custodian, or - a central securities depository participant which has an account with a central securities depository, or - a central securities depository which has an account with a custodian, another central securities depository or another settlement market infrastructure, or - a central counterparty or a stock exchange or a trade matching utility which need to instruct the settlement of securities financing transactions to a central securities depository or another settlement market infrastructure.  Usage The message may also be used to: - re-send a message previously sent, - provide a third party with a copy of a message for information, - re-send to a third party a copy of a message for information using the relevant elements in the Business Application Header.",1
SecuritiesFinancingInstructionV09,"Scope An account owner sends a SecuritiesFinancingInstruction to a securities financing transaction account servicer to notify the securities financing transaction account servicer of the details of a repurchase agreement, reverse repurchase agreement, securities lending or securities borrowing transaction to allow the account servicer to manage the settlement and follow-up of the opening and closing leg of the transaction. The account owner/servicer relationship may be: - a global custodian which has an account with a local custodian, or - an investment management institution which manage a fund account opened at a custodian, or - a broker which has an account with a custodian, or - a central securities depository participant which has an account with a central securities depository, or - a central securities depository which has an account with a custodian, another central securities depository or another settlement market infrastructure, or - a central counterparty or a stock exchange or a trade matching utility which need to instruct the settlement of securities financing transactions to a central securities depository or another settlement market infrastructure.  Usage The message may also be used to: - re-send a message previously sent, - provide a third party with a copy of a message for information, - re-send to a third party a copy of a message for information using the relevant elements in the Business Application Header.",1
SecuritiesFinancingInstructionV10,"Scope An account owner sends a SecuritiesFinancingInstruction to a securities financing transaction account servicer to notify the securities financing transaction account servicer of the details of a repurchase agreement, reverse repurchase agreement, securities lending or securities borrowing transaction to allow the account servicer to manage the settlement and follow-up of the opening and closing leg of the transaction. The account owner/servicer relationship may be: - a global custodian which has an account with a local custodian, or - an investment management institution which manage a fund account opened at a custodian, or - a broker which has an account with a custodian, or - a central securities depository participant which has an account with a central securities depository, or - a central securities depository which has an account with a custodian, another central securities depository or another settlement market infrastructure, or - a central counterparty or a stock exchange or a trade matching utility which need to instruct the settlement of securities financing transactions to a central securities depository or another settlement market infrastructure.  Usage The message may also be used to: - re-send a message previously sent, - provide a third party with a copy of a message for information, - re-send to a third party a copy of a message for information using the relevant elements in the Business Application Header.",1
SecuritiesFinancingInstructionV11,"Scope An account owner sends a SecuritiesFinancingInstruction to a securities financing transaction account servicer to notify the securities financing transaction account servicer of the details of a repurchase agreement, reverse repurchase agreement, securities lending or securities borrowing transaction to allow the account servicer to manage the settlement and follow-up of the opening and closing leg of the transaction. The account owner/servicer relationship may be: - a global custodian which has an account with a local custodian, or - an investment management institution which manage a fund account opened at a custodian, or - a broker which has an account with a custodian, or - a central securities depository participant which has an account with a central securities depository, or - a central securities depository which has an account with a custodian, another central securities depository or another settlement market infrastructure, or - a central counterparty or a stock exchange or a trade matching utility which need to instruct the settlement of securities financing transactions to a central securities depository or another settlement market infrastructure.  Usage The message may also be used to: - re-send a message previously sent, - provide a third party with a copy of a message for information, - re-send to a third party a copy of a message for information using the relevant elements in the Business Application Header.",1
SecuritiesFinancingInstructionV12,"Scope An account owner sends a SecuritiesFinancingInstruction to a securities financing transaction account servicer to notify the securities financing transaction account servicer of the details of a repurchase agreement, reverse repurchase agreement, securities lending or securities borrowing transaction to allow the account servicer to manage the settlement and follow-up of the opening and closing leg of the transaction. The account owner/servicer relationship may be: - a global custodian which has an account with a local custodian, or - an investment management institution which manage a fund account opened at a custodian, or - a broker which has an account with a custodian, or - a central securities depository participant which has an account with a central securities depository, or - a central securities depository which has an account with a custodian, another central securities depository or another settlement market infrastructure, or - a central counterparty or a stock exchange or a trade matching utility which need to instruct the settlement of securities financing transactions to a central securities depository or another settlement market infrastructure.  Usage The message may also be used to: - re-send a message previously sent, - provide a third party with a copy of a message for information, - re-send to a third party a copy of a message for information using the relevant elements in the Business Application Header.",1
SecuritiesFinancingModificationInstruction002V05,"Scope An account owner sends a SecuritiesFinancingModificationInstruction to a securities financing transaction account servicer to notify the securities financing transaction account servicer of an update in the details of a repurchase agreement, reverse repurchase agreement, securities lending or securities borrowing transaction that does not impact the original transaction securities quantity. Such a change may be: - the providing of closing details not available at the time of the sending of the Securities Financing Instruction, for example, termination date for an open repo, - the providing of a new rate, for example, a repo rate, - the rollover of a position extending the closing or maturity date. The account owner/servicer relationship may be: - a global custodian which has an account with a local custodian, or - an investment management institution which manage a fund account opened at a custodian, or - a broker which has an account with a custodian, or - a central securities depository participant which has an account with a central securities depository, or - a central securities depository which has an account with a custodian, another central securities depository or another settlement market infrastructure, or - a central counterparty or a stock exchange or a trade matching utility which need to instruct the settlement of securities financing transactions to a central securities depository or another settlement market infrastructure.  Usage The message may also be used to: - re-send a message previously sent, - provide a third party with a copy of a message for information, - re-send to a third party a copy of a message for information using the relevant elements in the Business Application Header.",1
SecuritiesFinancingModificationInstruction002V06,"Scope An account owner sends a SecuritiesFinancingModificationInstruction to a securities financing transaction account servicer to notify the securities financing transaction account servicer of an update in the details of a repurchase agreement, reverse repurchase agreement, securities lending or securities borrowing transaction that does not impact the original transaction securities quantity. Such a change may be: - the providing of closing details not available at the time of the sending of the Securities Financing Instruction, for example, termination date for an open repo, - the providing of a new rate, for example, a repo rate, - the rollover of a position extending the closing or maturity date. The account owner/servicer relationship may be: - a global custodian which has an account with a local custodian, or - an investment management institution which manage a fund account opened at a custodian, or - a broker which has an account with a custodian, or - a central securities depository participant which has an account with a central securities depository, or - a central securities depository which has an account with a custodian, another central securities depository or another settlement market infrastructure, or - a central counterparty or a stock exchange or a trade matching utility which need to instruct the settlement of securities financing transactions to a central securities depository or another settlement market infrastructure.  Usage The message may also be used to: - re-send a message previously sent, - provide a third party with a copy of a message for information, - re-send to a third party a copy of a message for information using the relevant elements in the Business Application Header.",1
SecuritiesFinancingModificationInstruction002V07,"Scope An account owner sends a SecuritiesFinancingModificationInstruction to a securities financing transaction account servicer to notify the securities financing transaction account servicer of an update in the details of a repurchase agreement, reverse repurchase agreement, securities lending or securities borrowing transaction that does not impact the original transaction securities quantity. Such a change may be: - the providing of closing details not available at the time of the sending of the Securities Financing Instruction, for example, termination date for an open repo, - the providing of a new rate, for example, a repo rate, - the rollover of a position extending the closing or maturity date. The account owner/servicer relationship may be: - a global custodian which has an account with a local custodian, or - an investment management institution which manage a fund account opened at a custodian, or - a broker which has an account with a custodian, or - a central securities depository participant which has an account with a central securities depository, or - a central securities depository which has an account with a custodian, another central securities depository or another settlement market infrastructure, or - a central counterparty or a stock exchange or a trade matching utility which need to instruct the settlement of securities financing transactions to a central securities depository or another settlement market infrastructure.  Usage The message may also be used to: - re-send a message previously sent, - provide a third party with a copy of a message for information, - re-send to a third party a copy of a message for information using the relevant elements in the Business Application Header.",1
SecuritiesFinancingModificationInstruction002V08,"Scope An account owner sends a SecuritiesFinancingModificationInstruction to a securities financing transaction account servicer to notify the securities financing transaction account servicer of an update in the details of a repurchase agreement, reverse repurchase agreement, securities lending or securities borrowing transaction that does not impact the original transaction securities quantity. Such a change may be: - the providing of closing details not available at the time of the sending of the Securities Financing Instruction, for example, termination date for an open repo, - the providing of a new rate, for example, a repo rate, - the rollover of a position extending the closing or maturity date. The account owner/servicer relationship may be: - a global custodian which has an account with a local custodian, or - an investment management institution which manage a fund account opened at a custodian, or - a broker which has an account with a custodian, or - a central securities depository participant which has an account with a central securities depository, or - a central securities depository which has an account with a custodian, another central securities depository or another settlement market infrastructure, or - a central counterparty or a stock exchange or a trade matching utility which need to instruct the settlement of securities financing transactions to a central securities depository or another settlement market infrastructure.  Usage The message may also be used to: - re-send a message previously sent, - provide a third party with a copy of a message for information, - re-send to a third party a copy of a message for information using the relevant elements in the Business Application Header.",1
SecuritiesFinancingModificationInstructionV01,"Scope An account owner sends a SecuritiesFinancingModificationInstruction to a securities financing transaction account servicer to notify the securities financing transaction account servicer of an update in the details of a repurchase agreement, reverse repurchase agreement, securities lending or securities borrowing transaction that does not impact the original transaction securities quantity. Such a change may be: - the providing of closing details not available at the time of the sending of the Securities Financing Instruction, for example, termination date for an open repo, - the providing of a new rate, for example, a repo rate, - the rollover of a position extending the closing or maturity date. The account owner/servicer relationship may be: - a global custodian which has an account with a local custodian, or - an investment management institution which manage a fund account opened at a custodian, or - a broker which has an account with a custodian, or - a central securities depository participant which has an account with a central securities depository, or - a central securities depository which has an account with a custodian, another central securities depository or another settlement market infrastructure, or - a central counterparty or a stock exchange or a trade matching utility which need to instruct the settlement of securities financing transactions to a central securities depository or another settlement market infrastructure. Usage The message may also be used to: - re-send a message previously sent (the sub-function of the message is Duplicate), - provide a third party with a copy of a message for information (the sub-function of the message is Copy), - re-send to a third party a copy of a message for information (the sub-function of the message is Copy Duplicate). ISO 15022 - 20022 Coexistence This ISO 20022 message is reversed engineered from ISO 15022. Both standards will coexist for a certain number of years. Until this coexistence period ends, the usage of certain data types is restricted to ensure interoperability between ISO 15022 and 20022 users. Compliance to these rules is mandatory in a coexistence environment. The coexistence restrictions are described in a Textual Rule linked to the Message Items they concern. These coexistence textual rules are clearly identified as follows: “CoexistenceXxxxRule”.",1
SecuritiesFinancingModificationInstructionV02,"Scope An account owner sends a SecuritiesFinancingModificationInstruction to a securities financing transaction account servicer to notify the securities financing transaction account servicer of an update in the details of a repurchase agreement, reverse repurchase agreement, securities lending or securities borrowing transaction that does not impact the original transaction securities quantity. Such a change may be: - the providing of closing details not available at the time of the sending of the Securities Financing Instruction, for example, termination date for an open repo, - the providing of a new rate, for example, a repo rate, - the rollover of a position extending the closing or maturity date. The account owner/servicer relationship may be: - a global custodian which has an account with a local custodian, or - an investment management institution which manage a fund account opened at a custodian, or - a broker which has an account with a custodian, or - a central securities depository participant which has an account with a central securities depository, or - a central securities depository which has an account with a custodian, another central securities depository or another settlement market infrastructure, or - a central counterparty or a stock exchange or a trade matching utility which need to instruct the settlement of securities financing transactions to a central securities depository or another settlement market infrastructure. Usage The message may also be used to: - re-send a message previously sent, - provide a third party with a copy of a message for information, - re-send to a third party a copy of a message for information. using the relevant elements in the Business Application Header. ISO 15022 - 20022 Coexistence This ISO 20022 message is reversed engineered from ISO 15022. Both standards will coexist for a certain number of years. Until this coexistence period ends, the usage of certain data types is restricted to ensure interoperability between ISO 15022 and 20022 users. Compliance to these rules is mandatory in a coexistence environment. The coexistence restrictions are described in a Textual Rule linked to the Message Items they concern. These coexistence textual rules are clearly identified as follows: “CoexistenceXxxxRule”.",1
SecuritiesFinancingModificationInstructionV03,"Scope An account owner sends a SecuritiesFinancingModificationInstruction to a securities financing transaction account servicer to notify the securities financing transaction account servicer of an update in the details of a repurchase agreement, reverse repurchase agreement, securities lending or securities borrowing transaction that does not impact the original transaction securities quantity. Such a change may be: - the providing of closing details not available at the time of the sending of the Securities Financing Instruction, for example, termination date for an open repo, - the providing of a new rate, for example, a repo rate, - the rollover of a position extending the closing or maturity date. The account owner/servicer relationship may be: - a global custodian which has an account with a local custodian, or - an investment management institution which manage a fund account opened at a custodian, or - a broker which has an account with a custodian, or - a central securities depository participant which has an account with a central securities depository, or - a central securities depository which has an account with a custodian, another central securities depository or another settlement market infrastructure, or - a central counterparty or a stock exchange or a trade matching utility which need to instruct the settlement of securities financing transactions to a central securities depository or another settlement market infrastructure.  Usage The message may also be used to: - re-send a message previously sent, - provide a third party with a copy of a message for information, - re-send to a third party a copy of a message for information using the relevant elements in the Business Application Header.  ISO 15022 - 20022 Coexistence This ISO 20022 message is reversed engineered from ISO 15022. Both standards will coexist for a certain number of years. Until this coexistence period ends, the usage of certain data types is restricted to ensure interoperability between ISO 15022 and 20022 users. Compliance to these rules is mandatory in a coexistence environment. The coexistence restrictions are described in a Textual Rule linked to the Message Items they concern. These coexistence textual rules are clearly identified as follows: “CoexistenceXxxxRule”.",1
SecuritiesFinancingModificationInstructionV04,"Scope An account owner sends a SecuritiesFinancingModificationInstruction to a securities financing transaction account servicer to notify the securities financing transaction account servicer of an update in the details of a repurchase agreement, reverse repurchase agreement, securities lending or securities borrowing transaction that does not impact the original transaction securities quantity. Such a change may be: - the providing of closing details not available at the time of the sending of the Securities Financing Instruction, for example, termination date for an open repo, - the providing of a new rate, for example, a repo rate, - the rollover of a position extending the closing or maturity date. The account owner/servicer relationship may be: - a global custodian which has an account with a local custodian, or - an investment management institution which manage a fund account opened at a custodian, or - a broker which has an account with a custodian, or - a central securities depository participant which has an account with a central securities depository, or - a central securities depository which has an account with a custodian, another central securities depository or another settlement market infrastructure, or - a central counterparty or a stock exchange or a trade matching utility which need to instruct the settlement of securities financing transactions to a central securities depository or another settlement market infrastructure.  Usage The message may also be used to: - re-send a message previously sent, - provide a third party with a copy of a message for information, - re-send to a third party a copy of a message for information using the relevant elements in the Business Application Header.  ISO 15022 - 20022 Coexistence This ISO 20022 message is reversed engineered from ISO 15022. Both standards will coexist for a certain number of years. Until this coexistence period ends, the usage of certain data types is restricted to ensure interoperability between ISO 15022 and 20022 users. Compliance to these rules is mandatory in a coexistence environment. The coexistence restrictions are described in a Textual Rule linked to the Message Items they concern. These coexistence textual rules are clearly identified as follows: “CoexistenceXxxxRule”.",1
SecuritiesFinancingModificationInstructionV05,"Scope An account owner sends a SecuritiesFinancingModificationInstruction to a securities financing transaction account servicer to notify the securities financing transaction account servicer of an update in the details of a repurchase agreement, reverse repurchase agreement, securities lending or securities borrowing transaction that does not impact the original transaction securities quantity. Such a change may be: - the providing of closing details not available at the time of the sending of the Securities Financing Instruction, for example, termination date for an open repo, - the providing of a new rate, for example, a repo rate, - the rollover of a position extending the closing or maturity date. The account owner/servicer relationship may be: - a global custodian which has an account with a local custodian, or - an investment management institution which manage a fund account opened at a custodian, or - a broker which has an account with a custodian, or - a central securities depository participant which has an account with a central securities depository, or - a central securities depository which has an account with a custodian, another central securities depository or another settlement market infrastructure, or - a central counterparty or a stock exchange or a trade matching utility which need to instruct the settlement of securities financing transactions to a central securities depository or another settlement market infrastructure.  Usage The message may also be used to: - re-send a message previously sent, - provide a third party with a copy of a message for information, - re-send to a third party a copy of a message for information using the relevant elements in the Business Application Header.",1
SecuritiesFinancingModificationInstructionV06,"Scope An account owner sends a SecuritiesFinancingModificationInstruction to a securities financing transaction account servicer to notify the securities financing transaction account servicer of an update in the details of a repurchase agreement, reverse repurchase agreement, securities lending or securities borrowing transaction that does not impact the original transaction securities quantity. Such a change may be: - the providing of closing details not available at the time of the sending of the Securities Financing Instruction, for example, termination date for an open repo, - the providing of a new rate, for example, a repo rate, - the rollover of a position extending the closing or maturity date. The account owner/servicer relationship may be: - a global custodian which has an account with a local custodian, or - an investment management institution which manage a fund account opened at a custodian, or - a broker which has an account with a custodian, or - a central securities depository participant which has an account with a central securities depository, or - a central securities depository which has an account with a custodian, another central securities depository or another settlement market infrastructure, or - a central counterparty or a stock exchange or a trade matching utility which need to instruct the settlement of securities financing transactions to a central securities depository or another settlement market infrastructure.  Usage The message may also be used to: - re-send a message previously sent, - provide a third party with a copy of a message for information, - re-send to a third party a copy of a message for information using the relevant elements in the Business Application Header.",1
SecuritiesFinancingModificationInstructionV07,"Scope An account owner sends a SecuritiesFinancingModificationInstruction to a securities financing transaction account servicer to notify the securities financing transaction account servicer of an update in the details of a repurchase agreement, reverse repurchase agreement, securities lending or securities borrowing transaction that does not impact the original transaction securities quantity. Such a change may be: - the providing of closing details not available at the time of the sending of the Securities Financing Instruction, for example, termination date for an open repo, - the providing of a new rate, for example, a repo rate, - the rollover of a position extending the closing or maturity date. The account owner/servicer relationship may be: - a global custodian which has an account with a local custodian, or - an investment management institution which manage a fund account opened at a custodian, or - a broker which has an account with a custodian, or - a central securities depository participant which has an account with a central securities depository, or - a central securities depository which has an account with a custodian, another central securities depository or another settlement market infrastructure, or - a central counterparty or a stock exchange or a trade matching utility which need to instruct the settlement of securities financing transactions to a central securities depository or another settlement market infrastructure.  Usage The message may also be used to: - re-send a message previously sent, - provide a third party with a copy of a message for information, - re-send to a third party a copy of a message for information using the relevant elements in the Business Application Header.",1
SecuritiesFinancingModificationInstructionV08,"Scope An account owner sends a SecuritiesFinancingModificationInstruction to a securities financing transaction account servicer to notify the securities financing transaction account servicer of an update in the details of a repurchase agreement, reverse repurchase agreement, securities lending or securities borrowing transaction that does not impact the original transaction securities quantity. Such a change may be: - the providing of closing details not available at the time of the sending of the Securities Financing Instruction, for example, termination date for an open repo, - the providing of a new rate, for example, a repo rate, - the rollover of a position extending the closing or maturity date. The account owner/servicer relationship may be: - a global custodian which has an account with a local custodian, or - an investment management institution which manage a fund account opened at a custodian, or - a broker which has an account with a custodian, or - a central securities depository participant which has an account with a central securities depository, or - a central securities depository which has an account with a custodian, another central securities depository or another settlement market infrastructure, or - a central counterparty or a stock exchange or a trade matching utility which need to instruct the settlement of securities financing transactions to a central securities depository or another settlement market infrastructure.  Usage The message may also be used to: - re-send a message previously sent, - provide a third party with a copy of a message for information, - re-send to a third party a copy of a message for information using the relevant elements in the Business Application Header.",1
SecuritiesFinancingModificationInstructionV09,"Scope An account owner sends a SecuritiesFinancingModificationInstruction to a securities financing transaction account servicer to notify the securities financing transaction account servicer of an update in the details of a repurchase agreement, reverse repurchase agreement, securities lending or securities borrowing transaction that does not impact the original transaction securities quantity. Such a change may be: - the providing of closing details not available at the time of the sending of the Securities Financing Instruction, for example, termination date for an open repo, - the providing of a new rate, for example, a repo rate, - the rollover of a position extending the closing or maturity date. The account owner/servicer relationship may be: - a global custodian which has an account with a local custodian, or - an investment management institution which manage a fund account opened at a custodian, or - a broker which has an account with a custodian, or - a central securities depository participant which has an account with a central securities depository, or - a central securities depository which has an account with a custodian, another central securities depository or another settlement market infrastructure, or - a central counterparty or a stock exchange or a trade matching utility which need to instruct the settlement of securities financing transactions to a central securities depository or another settlement market infrastructure.  Usage The message may also be used to: - re-send a message previously sent, - provide a third party with a copy of a message for information, - re-send to a third party a copy of a message for information using the relevant elements in the Business Application Header.",1
SecuritiesFinancingOpeningData,Financing process for which an opening leg is specified.,1
SecuritiesFinancingReportingMarginDataTransactionStateReportV01,"The SecuritiesFinancingReportingMarginDataTransactionStateReport message is sent by the trade repository (TR) to the c authority or or made available to the report submitting entity and the reporting counterparty as well as the entity responsible for reporting, if applicable, containing latest state of the margins exchanged in relation to the CCP-cleared securities financing transactions.",1
SecuritiesFinancingReportingMarginDataTransactionStateReportV02,"The SecuritiesFinancingReportingMarginDataTransactionStateReport message is sent by the trade repository (TR) to the competent authority or made available to the report submitting entity and the reporting counterparty as well as the entity responsible for reporting, if applicable, containing latest state of the margins exchanged in relation to the CCP-cleared securities financing transactions.",1
SecuritiesFinancingReportingMissingCollateralRequestV01,"The SecuritiesFinancingReportingMissingCollateralRequest is made available by the trade repository (TR) to the  report submitting entity and the reporting counterparty as well as the entity responsible for reporting, if applicable, with a request to submit collateral information for a given trade. ",1
SecuritiesFinancingReportingMissingCollateralRequestV02,"The SecuritiesFinancingReportingMissingCollateralRequest is made available by the trade repository (TR) to the  report submitting entity and the reporting counterparty as well as the entity responsible for reporting, if applicable, with a request to submit collateral information for a given trade. ",1
SecuritiesFinancingReportingPairingRequestV01,The SecuritiesFinancingReportingPairingRequest is sent by the trade repository (TR) to the other trade repositories (TRs) in order to identify the trade repository (TR) holding information on a second leg of a given transaction.,1
SecuritiesFinancingReportingPairingRequestV02,The SecuritiesFinancingReportingPairingRequest is sent by the trade repository (TR) to the other trade repositories (TRs) in order to identify the trade repository (TR) holding information on a second leg of a given transaction.,1
SecuritiesFinancingReportingPositionSetReportV01,"The SecuritiesFinancingReportingPositionSetReport message is sent by the trade repositories to the supervisory authority system, to report aggregated exposures between a pair of counterparties (except reuse report).",1
SecuritiesFinancingReportingReconciliationStatusAdviceV01,"The SecuritesFinancingReportingReconciliationStatusAdvice message is sent by the trade repositories (TRs) ) to other TR and to the authority or made available to the report submitting entity and the reporting counterparty as well as the entity responsible for reporting, if applicable, to provide a status advice for reconciliation.",1
